mut_1,mut_2,count,gene_name_1,gene_name_2,amenable_1,amenable_2,both_amenable,mouse_variant_1,mouse_variant_2,both_mouse
AACR-H0000145-M01,AACR-H0000251-M01,176,GATA2,CUX1,True,True,True,True,True,True
AACR-H0000180-M01,AACR-H0000226-M01,176,NOTCH1,ZRSR2,False,False,False,,True,False
AACR-H0000009-M01,AACR-H0000011-M01,175,IDH1,TP53,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000251-M01,175,NRAS,CUX1,True,True,True,True,True,True
AACR-H0000142-M01,AACR-H0000250-M01,175,CUX1,PTEN,False,False,False,,,False
AACR-H0000258-M01,AACR-H0000132-M01,175,CUX1,RUNX1,True,False,False,True,,False
AACR-H0000258-M01,AACR-H0000137-M01,175,CUX1,SRSF2,True,True,True,True,True,True
AACR-H0000178-M01,AACR-H0000226-M01,174,NOTCH1,ZRSR2,False,False,False,,True,False
AACR-H0000185-M01,AACR-H0000226-M01,174,CSF3R,ZRSR2,True,False,False,True,True,True
AACR-H0000007-M01,AACR-H0000001-M01,174,TP53,KRAS,True,True,True,True,True,True
AACR-H0000251-M01,AACR-H0000142-M01,173,CUX1,CUX1,True,False,False,True,,False
AACR-H0000203-M01,AACR-H0000198-M01,173,SETBP1,RUNX1,False,False,False,,,False
AACR-H0000258-M01,AACR-H0000136-M01,173,CUX1,FLT3,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000273-M01,172,CBLB,JAK3,False,False,False,,,False
AACR-H0000123-M01,AACR-H0000273-M01,172,SMC3,JAK3,True,False,False,True,,False
AACR-H0000128-M01,AACR-H0000273-M01,172,CBLB,JAK3,False,False,False,,,False
AACR-H0000118-M01,AACR-H0000273-M01,172,SRSF2,JAK3,True,False,False,True,,False
AACR-H0000145-M01,AACR-H0000250-M01,172,GATA2,PTEN,True,False,False,True,,False
AACR-H0000238-M01,AACR-H0000158-M01,172,NPM1,NOTCH1,False,True,False,,True,False
AACR-H0000122-M01,AACR-H0000273-M01,172,PDGFRA,JAK3,True,False,False,True,,False
AACR-H0000145-M01,AACR-H0000258-M01,171,GATA2,CUX1,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000250-M01,170,NRAS,PTEN,True,False,False,True,,False
AACR-H0000147-M01,AACR-H0000258-M01,170,NRAS,CUX1,True,True,True,True,True,True
AACR-H0000215-M01,AACR-H0000198-M01,169,NOTCH1,RUNX1,False,False,False,True,,False
AACR-H0000158-M01,AACR-H0000250-M01,168,NOTCH1,PTEN,True,False,False,True,,False
AACR-H0000258-M01,AACR-H0000142-M01,168,CUX1,CUX1,True,False,False,True,,False
AACR-H0000172-M01,AACR-H0000238-M01,167,CBLB,NPM1,True,False,False,True,,False
AACR-H0000251-M01,AACR-H0000158-M01,167,CUX1,NOTCH1,True,True,True,True,True,True
AACR-H0000238-M01,AACR-H0000168-M01,167,NPM1,NOTCH1,False,True,False,,True,False
AACR-H0000166-M01,AACR-H0000250-M01,167,NOTCH1,PTEN,True,False,False,True,,False
AACR-H0000238-M01,AACR-H0000166-M01,167,NPM1,NOTCH1,False,True,False,,True,False
AACR-H0000168-M01,AACR-H0000250-M01,167,NOTCH1,PTEN,True,False,False,True,,False
AACR-H0000137-M01,AACR-H0000273-M01,166,SRSF2,JAK3,True,False,False,True,,False
AACR-H0000185-M01,AACR-H0000215-M01,166,CSF3R,NOTCH1,True,False,False,True,True,True
AACR-H0000136-M01,AACR-H0000273-M01,165,FLT3,JAK3,True,False,False,True,,False
AACR-H0000215-M01,AACR-H0000203-M01,165,NOTCH1,SETBP1,False,False,False,True,,False
AACR-H0000142-M01,AACR-H0000273-M01,165,CUX1,JAK3,False,False,False,,,False
AACR-H0000133-M01,AACR-H0000273-M01,164,CUX1,JAK3,True,False,False,True,,False
AACR-H0000273-M01,AACR-H0000132-M01,164,JAK3,RUNX1,False,False,False,,,False
AACR-H0000258-M01,AACR-H0000158-M01,163,CUX1,NOTCH1,True,True,True,True,True,True
AACR-H0000238-M01,AACR-H0000178-M01,163,NPM1,NOTCH1,False,False,False,,,False
AACR-H0000185-M01,AACR-H0000238-M01,163,CSF3R,NPM1,True,False,False,True,,False
AACR-H0000147-M01,AACR-H0000273-M01,162,NRAS,JAK3,True,False,False,True,,False
AACR-H0000145-M01,AACR-H0000273-M01,162,GATA2,JAK3,True,False,False,True,,False
AACR-H0000198-M01,AACR-H0000226-M01,161,RUNX1,ZRSR2,False,False,False,,True,False
AACR-H0000178-M01,AACR-H0000250-M01,161,NOTCH1,PTEN,False,False,False,,,False
AACR-H0000238-M01,AACR-H0000180-M01,160,NPM1,NOTCH1,False,False,False,,,False
AACR-H0000251-M01,AACR-H0000166-M01,159,CUX1,NOTCH1,True,True,True,True,True,True
AACR-H0000251-M01,AACR-H0000168-M01,159,CUX1,NOTCH1,True,True,True,True,True,True
AACR-H0000203-M01,AACR-H0000226-M01,159,SETBP1,ZRSR2,False,False,False,,True,False
AACR-H0000172-M01,AACR-H0000251-M01,159,CBLB,CUX1,True,True,True,True,True,True
AACR-H0000251-M01,AACR-H0000178-M01,158,CUX1,NOTCH1,True,False,False,True,,False
AACR-H0000238-M01,AACR-H0000203-M01,157,NPM1,SETBP1,False,False,False,,,False
AACR-H0000185-M01,AACR-H0000251-M01,156,CSF3R,CUX1,True,True,True,True,True,True
AACR-H0000180-M01,AACR-H0000250-M01,155,NOTCH1,PTEN,False,False,False,,,False
AACR-H0000172-M01,AACR-H0000250-M01,155,CBLB,PTEN,True,False,False,True,,False
AACR-H0000251-M01,AACR-H0000180-M01,155,CUX1,NOTCH1,True,False,False,True,,False
AACR-H0000258-M01,AACR-H0000166-M01,155,CUX1,NOTCH1,True,True,True,True,True,True
AACR-H0000258-M01,AACR-H0000168-M01,155,CUX1,NOTCH1,True,True,True,True,True,True
AACR-H0000172-M01,AACR-H0000258-M01,154,CBLB,CUX1,True,True,True,True,True,True
AACR-H0000258-M01,AACR-H0000178-M01,154,CUX1,NOTCH1,True,False,False,True,,False
AACR-H0000316-M01,AACR-H0000124-M01,153,SF3B1,CBLB,True,False,False,True,,False
AACR-H0000316-M01,AACR-H0000123-M01,153,SF3B1,SMC3,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000122-M01,153,SF3B1,PDGFRA,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000118-M01,153,SF3B1,SRSF2,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000136-M01,153,SF3B1,FLT3,True,True,True,True,True,True
AACR-H0000258-M01,AACR-H0000180-M01,152,CUX1,NOTCH1,True,False,False,True,,False
AACR-H0000316-M01,AACR-H0000128-M01,151,SF3B1,CBLB,True,False,False,True,,False
AACR-H0000185-M01,AACR-H0000258-M01,151,CSF3R,CUX1,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000137-M01,151,SF3B1,SRSF2,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000132-M01,151,SF3B1,RUNX1,True,False,False,True,,False
AACR-H0000172-M01,AACR-H0000273-M01,151,CBLB,JAK3,True,False,False,True,,False
AACR-H0000168-M01,AACR-H0000273-M01,150,NOTCH1,JAK3,True,False,False,True,,False
AACR-H0000316-M01,AACR-H0000133-M01,150,SF3B1,CUX1,True,True,True,True,True,True
AACR-H0000238-M01,AACR-H0000198-M01,150,NPM1,RUNX1,False,False,False,,,False
AACR-H0000250-M01,AACR-H0000203-M01,150,PTEN,SETBP1,False,False,False,,,False
AACR-H0000166-M01,AACR-H0000273-M01,150,NOTCH1,JAK3,True,False,False,True,,False
AACR-H0000185-M01,AACR-H0000250-M01,149,CSF3R,PTEN,True,False,False,True,,False
AACR-H0000325-M01,AACR-H0000118-M01,149,CBL,SRSF2,False,True,False,,True,False
AACR-H0000158-M01,AACR-H0000273-M01,149,NOTCH1,JAK3,True,False,False,True,,False
AACR-H0000123-M01,AACR-H0000325-M01,148,SMC3,CBL,True,False,False,True,,False
AACR-H0000122-M01,AACR-H0000325-M01,148,PDGFRA,CBL,True,False,False,True,,False
AACR-H0000215-M01,AACR-H0000226-M01,148,NOTCH1,ZRSR2,False,False,False,True,True,True
AACR-H0000124-M01,AACR-H0000325-M01,148,CBLB,CBL,False,False,False,,,False
AACR-H0000325-M01,AACR-H0000136-M01,147,CBL,FLT3,False,True,False,,True,False
AACR-H0000133-M01,AACR-H0000325-M01,146,CUX1,CBL,True,False,False,True,,False
AACR-H0000185-M01,AACR-H0000273-M01,146,CSF3R,JAK3,True,False,False,True,,False
AACR-H0000325-M01,AACR-H0000132-M01,146,CBL,RUNX1,False,False,False,,,False
AACR-H0000128-M01,AACR-H0000325-M01,146,CBLB,CBL,False,False,False,,,False
AACR-H0000325-M01,AACR-H0000137-M01,145,CBL,SRSF2,False,True,False,,True,False
AACR-H0000122-M01,AACR-H0000336-M01,144,PDGFRA,JAK3,True,True,True,True,True,True
AACR-H0000123-M01,AACR-H0000336-M01,144,SMC3,JAK3,True,True,True,True,True,True
AACR-H0000336-M01,AACR-H0000273-M01,144,JAK3,JAK3,True,False,False,True,,False
AACR-H0000124-M01,AACR-H0000336-M01,144,CBLB,JAK3,False,True,False,,True,False
AACR-H0000178-M01,AACR-H0000273-M01,144,NOTCH1,JAK3,False,False,False,,,False
AACR-H0000128-M01,AACR-H0000336-M01,144,CBLB,JAK3,False,True,False,,True,False
AACR-H0000118-M01,AACR-H0000336-M01,144,SRSF2,JAK3,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000142-M01,143,SF3B1,CUX1,True,False,False,True,,False
AACR-H0000128-M01,AACR-H0000339-M01,143,CBLB,JAK3,False,True,False,,True,False
AACR-H0000339-M01,AACR-H0000273-M01,143,JAK3,JAK3,True,False,False,True,,False
AACR-H0000336-M01,AACR-H0000339-M01,143,JAK3,JAK3,True,True,True,True,True,True
AACR-H0000123-M01,AACR-H0000339-M01,143,SMC3,JAK3,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0000339-M01,143,PDGFRA,JAK3,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000339-M01,143,CBLB,JAK3,False,True,False,,True,False
AACR-H0000118-M01,AACR-H0000339-M01,143,SRSF2,JAK3,True,True,True,True,True,True
AACR-H0000251-M01,AACR-H0000198-M01,142,CUX1,RUNX1,True,False,False,True,,False
AACR-H0000316-M01,AACR-H0000145-M01,142,SF3B1,GATA2,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000118-M01,142,CSF3R,SRSF2,False,True,False,,True,False
AACR-H0000251-M01,AACR-H0000203-M01,142,CUX1,SETBP1,True,False,False,True,,False
AACR-H0000185-M01,AACR-H0000342-M01,142,CSF3R,CSF3R,True,False,False,True,,False
AACR-H0000215-M01,AACR-H0000250-M01,141,NOTCH1,PTEN,False,False,False,True,,False
AACR-H0000258-M01,AACR-H0000203-M01,141,CUX1,SETBP1,True,False,False,True,,False
AACR-H0000345-M01,AACR-H0000118-M01,141,PDGFRA,SRSF2,False,True,False,,True,False
AACR-H0000342-M01,AACR-H0000128-M01,141,CSF3R,CBLB,False,False,False,,,False
AACR-H0000342-M01,AACR-H0000123-M01,141,CSF3R,SMC3,False,True,False,,True,False
AACR-H0000342-M01,AACR-H0000124-M01,141,CSF3R,CBLB,False,False,False,,,False
AACR-H0000342-M01,AACR-H0000122-M01,141,CSF3R,PDGFRA,False,True,False,,True,False
AACR-H0000142-M01,AACR-H0000325-M01,140,CUX1,CBL,False,False,False,,,False
AACR-H0000124-M01,AACR-H0000345-M01,140,CBLB,PDGFRA,False,False,False,,,False
AACR-H0000145-M01,AACR-H0000325-M01,140,GATA2,CBL,True,False,False,True,,False
AACR-H0000345-M01,AACR-H0000122-M01,140,PDGFRA,PDGFRA,False,True,False,,True,False
AACR-H0000137-M01,AACR-H0000336-M01,140,SRSF2,JAK3,True,True,True,True,True,True
AACR-H0000238-M01,AACR-H0000215-M01,140,NPM1,NOTCH1,False,False,False,,True,False
AACR-H0000137-M01,AACR-H0000339-M01,140,SRSF2,JAK3,True,True,True,True,True,True
AACR-H0000345-M01,AACR-H0000123-M01,140,PDGFRA,SMC3,False,True,False,,True,False
AACR-H0000136-M01,AACR-H0000336-M01,140,FLT3,JAK3,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000345-M01,140,CBLB,PDGFRA,False,False,False,,,False
AACR-H0000136-M01,AACR-H0000339-M01,139,FLT3,JAK3,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000132-M01,139,CSF3R,RUNX1,False,False,False,,,False
AACR-H0000345-M01,AACR-H0000136-M01,139,PDGFRA,FLT3,False,True,False,,True,False
AACR-H0000250-M01,AACR-H0000198-M01,139,PTEN,RUNX1,False,False,False,,,False
AACR-H0000345-M01,AACR-H0000132-M01,138,PDGFRA,RUNX1,False,False,False,,,False
AACR-H0000122-M01,AACR-H0000354-M01,138,PDGFRA,RAD21,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000137-M01,138,CSF3R,SRSF2,False,True,False,,True,False
AACR-H0000342-M01,AACR-H0000133-M01,138,CSF3R,CUX1,False,True,False,,True,False
AACR-H0000336-M01,AACR-H0000132-M01,138,JAK3,RUNX1,True,False,False,True,,False
AACR-H0000354-M01,AACR-H0000123-M01,138,RAD21,SMC3,True,True,True,True,True,True
AACR-H0000128-M01,AACR-H0000354-M01,138,CBLB,RAD21,False,True,False,,True,False
AACR-H0000354-M01,AACR-H0000118-M01,138,RAD21,SRSF2,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000354-M01,138,CBLB,RAD21,False,True,False,,True,False
AACR-H0000180-M01,AACR-H0000273-M01,138,NOTCH1,JAK3,False,False,False,,,False
AACR-H0000258-M01,AACR-H0000198-M01,138,CUX1,RUNX1,True,False,False,True,,False
AACR-H0000142-M01,AACR-H0000336-M01,137,CUX1,JAK3,False,True,False,,True,False
AACR-H0000133-M01,AACR-H0000336-M01,137,CUX1,JAK3,True,True,True,True,True,True
AACR-H0000339-M01,AACR-H0000132-M01,137,JAK3,RUNX1,True,False,False,True,,False
AACR-H0000359-M01,AACR-H0000118-M01,137,IDH2,SRSF2,True,True,True,True,True,True
AACR-H0000354-M01,AACR-H0000137-M01,137,RAD21,SRSF2,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000316-M01,137,NRAS,SF3B1,True,True,True,True,True,True
AACR-H0000345-M01,AACR-H0000137-M01,137,PDGFRA,SRSF2,False,True,False,,True,False
AACR-H0000342-M01,AACR-H0000136-M01,137,CSF3R,FLT3,False,True,False,,True,False
AACR-H0000354-M01,AACR-H0000132-M01,137,RAD21,RUNX1,True,False,False,True,,False
AACR-H0000345-M01,AACR-H0000133-M01,136,PDGFRA,CUX1,False,True,False,,True,False
AACR-H0000250-M01,AACR-H0000226-M01,136,PTEN,ZRSR2,False,False,False,,True,False
AACR-H0000316-M01,AACR-H0000172-M01,136,SF3B1,CBLB,True,True,True,True,True,True
AACR-H0000123-M01,AACR-H0000359-M01,136,SMC3,IDH2,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0000359-M01,136,PDGFRA,IDH2,True,True,True,True,True,True
AACR-H0000133-M01,AACR-H0000339-M01,136,CUX1,JAK3,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000359-M01,136,CBLB,IDH2,False,True,False,,True,False
AACR-H0000142-M01,AACR-H0000339-M01,136,CUX1,JAK3,False,True,False,,True,False
AACR-H0000203-M01,AACR-H0000273-M01,135,SETBP1,JAK3,False,False,False,,,False
AACR-H0000342-M01,AACR-H0000142-M01,135,CSF3R,CUX1,False,False,False,,,False
AACR-H0000251-M01,AACR-H0000215-M01,135,CUX1,NOTCH1,True,False,False,True,True,True
AACR-H0000133-M01,AACR-H0000354-M01,135,CUX1,RAD21,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000336-M01,135,NRAS,JAK3,True,True,True,True,True,True
AACR-H0000122-M01,AACR-H0000368-M01,134,PDGFRA,KIT,True,True,True,True,True,True
AACR-H0000238-M01,AACR-H0000226-M01,134,NPM1,ZRSR2,False,False,False,,True,False
AACR-H0000145-M01,AACR-H0000336-M01,134,GATA2,JAK3,True,True,True,True,True,True
AACR-H0000342-M01,AACR-H0000145-M01,134,CSF3R,GATA2,False,True,False,,True,False
AACR-H0000368-M01,AACR-H0000118-M01,134,KIT,SRSF2,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000368-M01,134,CBLB,KIT,False,True,False,,True,False
AACR-H0000368-M01,AACR-H0000123-M01,134,KIT,SMC3,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000339-M01,134,NRAS,JAK3,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000325-M01,134,NRAS,CBL,True,False,False,True,,False
AACR-H0000145-M01,AACR-H0000339-M01,133,GATA2,JAK3,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000345-M01,133,GATA2,PDGFRA,True,False,False,True,,False
AACR-H0000128-M01,AACR-H0000359-M01,133,CBLB,IDH2,False,True,False,,True,False
AACR-H0000258-M01,AACR-H0000215-M01,133,CUX1,NOTCH1,True,False,False,True,True,True
AACR-H0000316-M01,AACR-H0000158-M01,133,SF3B1,NOTCH1,True,True,True,True,True,True
AACR-H0000354-M01,AACR-H0000136-M01,133,RAD21,FLT3,True,True,True,True,True,True
AACR-H0000158-M01,AACR-H0000325-M01,132,NOTCH1,CBL,True,False,False,True,,False
AACR-H0000128-M01,AACR-H0000368-M01,132,CBLB,KIT,False,True,False,,True,False
AACR-H0000342-M01,AACR-H0000147-M01,132,CSF3R,NRAS,False,True,False,,True,False
AACR-H0000368-M01,AACR-H0000142-M01,131,KIT,CUX1,True,False,False,True,,False
AACR-H0000002-M01,AACR-H0000004-M01,131,KRAS,PIK3CA,True,True,True,True,True,True
AACR-H0000251-M01,AACR-H0000226-M01,131,CUX1,ZRSR2,True,False,False,True,True,True
AACR-H0000316-M01,AACR-H0000166-M01,131,SF3B1,NOTCH1,True,True,True,True,True,True
AACR-H0000133-M01,AACR-H0000359-M01,131,CUX1,IDH2,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000168-M01,131,SF3B1,NOTCH1,True,True,True,True,True,True
AACR-H0000359-M01,AACR-H0000132-M01,131,IDH2,RUNX1,True,False,False,True,,False
AACR-H0000136-M01,AACR-H0000359-M01,130,FLT3,IDH2,True,True,True,True,True,True
AACR-H0000380-M01,AACR-H0000385-M01,130,SMC3,SMC3,True,False,False,True,True,True
AACR-H0000273-M01,AACR-H0000198-M01,130,JAK3,RUNX1,False,False,False,,,False
AACR-H0000142-M01,AACR-H0000359-M01,130,CUX1,IDH2,False,True,False,,True,False
AACR-H0000345-M01,AACR-H0000142-M01,130,PDGFRA,CUX1,False,False,False,,,False
AACR-H0000368-M01,AACR-H0000133-M01,129,KIT,CUX1,True,True,True,True,True,True
AACR-H0000124-M01,AACR-H0000393-M01,129,CBLB,JAK2,False,False,False,,,False
AACR-H0000393-M01,AACR-H0000118-M01,129,JAK2,SRSF2,False,True,False,,True,False
AACR-H0000128-M01,AACR-H0000393-M01,129,CBLB,JAK2,False,False,False,,,False
AACR-H0000133-M01,AACR-H0000393-M01,129,CUX1,JAK2,True,False,False,True,,False
AACR-H0000122-M01,AACR-H0000393-M01,129,PDGFRA,JAK2,True,False,False,True,,False
AACR-H0000393-M01,AACR-H0000123-M01,129,JAK2,SMC3,False,True,False,,True,False
AACR-H0000258-M01,AACR-H0000226-M01,128,CUX1,ZRSR2,True,False,False,True,True,True
AACR-H0000142-M01,AACR-H0000354-M01,128,CUX1,RAD21,False,True,False,,True,False
AACR-H0000172-M01,AACR-H0000325-M01,128,CBLB,CBL,True,False,False,True,,False
AACR-H0000368-M01,AACR-H0000132-M01,128,KIT,RUNX1,True,False,False,True,,False
AACR-H0000001-M01,AACR-H0000010-M01,128,KRAS,TP53,True,True,True,True,True,True
AACR-H0000215-M01,AACR-H0000273-M01,128,NOTCH1,JAK3,False,False,False,True,,False
AACR-H0000393-M01,AACR-H0000132-M01,128,JAK2,RUNX1,False,False,False,,,False
AACR-H0000158-M01,AACR-H0000359-M01,127,NOTCH1,IDH2,True,True,True,True,True,True
AACR-H0000053-M01,AACR-H0000015-M01,127,EGFR,EGFR,True,True,True,True,True,True
AACR-H0000238-M01,AACR-H0000251-M01,127,NPM1,CUX1,False,True,False,,True,False
AACR-H0000359-M01,AACR-H0000137-M01,127,IDH2,SRSF2,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000354-M01,127,GATA2,RAD21,True,True,True,True,True,True
AACR-H0000393-M01,AACR-H0000136-M01,126,JAK2,FLT3,False,True,False,,True,False
AACR-H0000172-M01,AACR-H0000336-M01,126,CBLB,JAK3,True,True,True,True,True,True
AACR-H0000368-M01,AACR-H0000136-M01,126,KIT,FLT3,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000368-M01,126,NRAS,KIT,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000325-M01,125,CSF3R,CBL,True,False,False,True,,False
AACR-H0000166-M01,AACR-H0000336-M01,125,NOTCH1,JAK3,True,True,True,True,True,True
AACR-H0000368-M01,AACR-H0000137-M01,125,KIT,SRSF2,True,True,True,True,True,True
AACR-H0000168-M01,AACR-H0000336-M01,125,NOTCH1,JAK3,True,True,True,True,True,True
AACR-H0000172-M01,AACR-H0000339-M01,125,CBLB,JAK3,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000359-M01,125,NRAS,IDH2,True,True,True,True,True,True
AACR-H0000166-M01,AACR-H0000325-M01,124,NOTCH1,CBL,True,False,False,True,,False
AACR-H0000147-M01,AACR-H0000345-M01,124,NRAS,PDGFRA,True,False,False,True,,False
AACR-H0000166-M01,AACR-H0000339-M01,124,NOTCH1,JAK3,True,True,True,True,True,True
AACR-H0000166-M01,AACR-H0000359-M01,124,NOTCH1,IDH2,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000178-M01,124,SF3B1,NOTCH1,True,False,False,True,,False
AACR-H0000168-M01,AACR-H0000359-M01,124,NOTCH1,IDH2,True,True,True,True,True,True
AACR-H0000168-M01,AACR-H0000325-M01,124,NOTCH1,CBL,True,False,False,True,,False
AACR-H0000145-M01,AACR-H0000368-M01,124,GATA2,KIT,True,True,True,True,True,True
AACR-H0000168-M01,AACR-H0000339-M01,124,NOTCH1,JAK3,True,True,True,True,True,True
AACR-H0000145-M01,AACR-H0000359-M01,124,GATA2,IDH2,True,True,True,True,True,True
AACR-H0000158-M01,AACR-H0000336-M01,123,NOTCH1,JAK3,True,True,True,True,True,True
AACR-H0000316-M01,AACR-H0000180-M01,123,SF3B1,NOTCH1,True,False,False,True,,False
AACR-H0000316-M01,AACR-H0000203-M01,123,SF3B1,SETBP1,True,False,False,True,,False
AACR-H0000147-M01,AACR-H0000354-M01,123,NRAS,RAD21,True,True,True,True,True,True
AACR-H0000158-M01,AACR-H0000339-M01,122,NOTCH1,JAK3,True,True,True,True,True,True
AACR-H0000393-M01,AACR-H0000137-M01,122,JAK2,SRSF2,False,True,False,,True,False
AACR-H0000180-M01,AACR-H0000325-M01,122,NOTCH1,CBL,False,False,False,,,False
AACR-H0000142-M01,AACR-H0000393-M01,122,CUX1,JAK2,False,False,False,,,False
AACR-H0000354-M01,AACR-H0000158-M01,122,RAD21,NOTCH1,True,True,True,True,True,True
AACR-H0000238-M01,AACR-H0000258-M01,122,NPM1,CUX1,False,True,False,,True,False
AACR-H0000238-M01,AACR-H0000250-M01,122,NPM1,PTEN,False,False,False,,,False
AACR-H0000178-M01,AACR-H0000359-M01,121,NOTCH1,IDH2,False,True,False,,True,False
AACR-H0000342-M01,AACR-H0000158-M01,121,CSF3R,NOTCH1,False,True,False,,True,False
AACR-H0000172-M01,AACR-H0000345-M01,121,CBLB,PDGFRA,True,False,False,True,,False
AACR-H0000354-M01,AACR-H0000166-M01,120,RAD21,NOTCH1,True,True,True,True,True,True
AACR-H0000368-M01,AACR-H0000158-M01,120,KIT,NOTCH1,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000336-M01,120,CSF3R,JAK3,True,True,True,True,True,True
AACR-H0000345-M01,AACR-H0000158-M01,120,PDGFRA,NOTCH1,False,True,False,,True,False
AACR-H0000002-M01,AACR-H0000007-M01,120,KRAS,TP53,True,True,True,True,True,True
AACR-H0000354-M01,AACR-H0000168-M01,120,RAD21,NOTCH1,True,True,True,True,True,True
AACR-H0000325-M01,AACR-H0000198-M01,120,CBL,RUNX1,False,False,False,,,False
AACR-H0000178-M01,AACR-H0000325-M01,119,NOTCH1,CBL,False,False,False,,,False
AACR-H0000185-M01,AACR-H0000339-M01,119,CSF3R,JAK3,True,True,True,True,True,True
AACR-H0000443-M01,AACR-H0000418-M01,119,NTRK1,NTRK1,True,True,True,True,True,True
AACR-H0000185-M01,AACR-H0000345-M01,119,CSF3R,PDGFRA,True,False,False,True,,False
AACR-H0000342-M01,AACR-H0000172-M01,119,CSF3R,CBLB,False,True,False,,True,False
AACR-H0000273-M01,AACR-H0000226-M01,119,JAK3,ZRSR2,False,False,False,,True,False
AACR-H0000180-M01,AACR-H0000359-M01,118,NOTCH1,IDH2,False,True,False,,True,False
AACR-H0000345-M01,AACR-H0000166-M01,118,PDGFRA,NOTCH1,False,True,False,,True,False
AACR-H0000354-M01,AACR-H0000180-M01,118,RAD21,NOTCH1,True,False,False,True,,False
AACR-H0000185-M01,AACR-H0000316-M01,118,CSF3R,SF3B1,True,True,True,True,True,True
AACR-H0000147-M01,AACR-H0000393-M01,118,NRAS,JAK2,True,False,False,True,,False
AACR-H0000238-M01,AACR-H0000273-M01,118,NPM1,JAK3,False,False,False,,,False
AACR-H0000345-M01,AACR-H0000168-M01,118,PDGFRA,NOTCH1,False,True,False,,True,False
AACR-H0000251-M01,AACR-H0000250-M01,118,CUX1,PTEN,True,False,False,True,,False
AACR-H0000007-M01,AACR-H0000002-M01,118,TP53,KRAS,True,True,True,True,True,True
AACR-H0000178-M01,AACR-H0000336-M01,117,NOTCH1,JAK3,False,True,False,,True,False
AACR-H0000368-M01,AACR-H0000166-M01,116,KIT,NOTCH1,True,True,True,True,True,True
AACR-H0000033-M01,AACR-H0000001-M01,116,APC,KRAS,True,True,True,True,True,True
AACR-H0000203-M01,AACR-H0000336-M01,116,SETBP1,JAK3,False,True,False,,True,False
AACR-H0000145-M01,AACR-H0000393-M01,116,GATA2,JAK2,True,False,False,True,,False
AACR-H0000368-M01,AACR-H0000168-M01,116,KIT,NOTCH1,True,True,True,True,True,True
AACR-H0000250-M01,AACR-H0000273-M01,116,PTEN,JAK3,False,False,False,,,False
AACR-H0000172-M01,AACR-H0000354-M01,116,CBLB,RAD21,True,True,True,True,True,True
AACR-H0000178-M01,AACR-H0000339-M01,116,NOTCH1,JAK3,False,True,False,,True,False
AACR-H0000034-M01,AACR-H0000001-M01,115,GNAS,KRAS,True,True,True,True,True,True
AACR-H0000203-M01,AACR-H0000339-M01,115,SETBP1,JAK3,False,True,False,,True,False
AACR-H0000258-M01,AACR-H0000250-M01,115,CUX1,PTEN,True,False,False,True,,False
AACR-H0000180-M01,AACR-H0000336-M01,114,NOTCH1,JAK3,False,True,False,,True,False
AACR-H0000368-M01,AACR-H0000178-M01,114,KIT,NOTCH1,True,False,False,True,,False
AACR-H0000185-M01,AACR-H0000359-M01,114,CSF3R,IDH2,True,True,True,True,True,True
AACR-H0000345-M01,AACR-H0000203-M01,114,PDGFRA,SETBP1,False,False,False,,,False
AACR-H0000325-M01,AACR-H0000203-M01,113,CBL,SETBP1,False,False,False,,,False
AACR-H0000342-M01,AACR-H0000168-M01,113,CSF3R,NOTCH1,False,True,False,,True,False
AACR-H0000251-M01,AACR-H0000273-M01,113,CUX1,JAK3,True,False,False,True,,False
